180305-15:33:02 login login successful 
180305-15:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-22:48:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-22:48:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-22:48:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-22:48:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:47 login login successful 
180305-22:48:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-22:48:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-22:48:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-22:48:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-23:28:33 login login successful 
180305-23:28:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180305-23:28:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-23:28:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-23:28:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-23:28:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-23:28:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-23:28:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-23:28:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-23:28:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-23:28:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-23:28:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.171.129', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'131.153.42.226', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-23:28:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-23:28:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:28:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-23:28:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:28:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-23:28:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:28:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-23:29:06 login login successful 
180305-23:29:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-23:29:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-23:29:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-23:29:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-23:29:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-23:29:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-23:29:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180305-23:29:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-23:29:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-23:29:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180305-23:29:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-23:29:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-23:29:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-23:29:23 login login successful 
180305-23:29:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180306-00:04:56 login login successful 
180306-00:04:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:04:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:04:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180306-00:04:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:04:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'34.194.20.115', 80) 
180306-00:04:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'34.194.20.115', 80) 
180306-00:04:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:04:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:04:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:04:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'212.32.250.1', 80) 
180306-00:04:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.17.107.52', 80) 
180306-00:04:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180306-00:04:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:04:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.27.184.126', 80) 
180306-00:05:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.230.7.241', 443) 
180306-00:05:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.52.179.7', 80) 
180306-00:05:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:05:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.52.179.7', 80) 
180306-00:05:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180306-00:05:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-00:05:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180306-00:05:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180306-00:05:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180306-00:05:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180306-00:05:37 login login successful 
180306-00:05:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180306-00:05:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180306-00:05:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180306-00:05:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180306-00:05:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-00:05:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-00:05:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180306-00:05:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180306-00:05:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:36 login login successful 
180306-01:00:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.100', 80) 
180306-01:00:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.171.129', 80) 
180306-01:00:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180306-01:00:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:00:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180306-01:00:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180306-01:00:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'34.195.127.96', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:00:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:00:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.54.152.232', 443) 
180306-01:00:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'31.220.24.95', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180306-01:00:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180306-01:00:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180306-01:36:55 login login successful 
180306-01:36:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.62', 80) 
180306-01:36:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:36:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180306-01:36:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.62', 80) 
180306-01:36:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180306-01:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.62', 80) 
180306-01:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180306-01:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180306-01:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.185.216.42', 443) 
180306-01:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180306-01:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180306-01:36:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
